,id,neighbourhood_cleansed,city,property_type,accommodates,bathrooms,bedrooms,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,host_is_superhost,has_wifi,has_kitchen,has_parking,has_tv,has_washer,has_garden,has_balcony,geometry,LSOA11CD,LSOA11NM,Index of Multiple Deprivation (IMD) Score,median_house_price_2020,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
1158,39831002,Frome Vale,Bristol,Private room in house,2,1.0,1.0,22.0,1,1125,0,12,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (363017.9168050505 175715.5679695516),E01014588,Bristol 013A,29.732,308000.0,0,0,1,0
1354,43702981,Frome Vale,Bristol,Entire guesthouse,2,1.0,1.0,52.0,1,1125,308,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (362846.8684261827 176161.7030477203),E01014588,Bristol 013A,29.732,308000.0,1,0,0,0
1958,37045641,Stockport District,Manchester,Entire house,5,1.0,3.0,90.0,3,1125,82,9,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (385057.1603543601 385875.6022955659),E01005844,Stockport 036A,13.785,296250.0,1,0,0,0
2615,42021251,Stockport District,Manchester,Entire house,5,1.0,3.0,90.0,3,1125,365,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (385085.912393303 385920.0123928391),E01005844,Stockport 036A,13.785,296250.0,1,0,0,0
2718,42450114,Stockport District,Manchester,Entire cottage,2,1.0,1.0,50.0,1,1125,267,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384994.2666958374 386811.4393513896),E01005844,Stockport 036A,13.785,296250.0,1,0,0,0
847,21912694,Oldham District,Manchester,Entire cottage,5,2.0,2.0,71.0,2,1125,343,93,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (393367.5734971958 402065.0573541467),E01005440,Oldham 033D,28.761,156750.0,1,0,0,0
476,15449679,Oldham District,Manchester,Entire cottage,5,1.0,2.0,67.0,2,1125,341,121,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (393449.8473923681 402099.4296129331),E01005440,Oldham 033D,28.761,156750.0,1,0,0,0
479,15525190,Oldham District,Manchester,Entire cottage,5,1.0,2.0,71.0,2,1125,353,151,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (393386.1610835203 402079.493987159),E01005440,Oldham 033D,28.761,156750.0,1,0,0,0
835,21763443,Trafford District,Manchester,Entire townhouse,5,1.0,3.0,90.0,2,1125,274,83,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (380017.9325146442 391628.2801599029),E01006178,Trafford 014E,8.217,288000.0,1,0,0,0
2336,40122572,Salford District,Manchester,Private room in house,5,1.0,3.0,42.0,1,28,120,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (378408.6546018654 400683.7866144424),E01005701,Salford 015D,11.742,212750.0,0,0,1,0
2867,43373026,Salford District,Manchester,Private room in house,3,1.0,1.0,16.0,1,28,113,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (378441.9167139125 400704.7727089143),E01005701,Salford 015D,11.742,212750.0,0,0,1,0
2077,38128182,Salford District,Manchester,Entire condominium,3,1.0,1.0,68.0,10,1125,179,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (379014.47195449 400879.0799627632),E01005701,Salford 015D,11.742,212750.0,1,0,0,0
2310,39957782,Salford District,Manchester,Entire apartment,2,1.0,1.0,68.0,10,1125,179,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (378998.4416873243 401002.6459750545),E01005701,Salford 015D,11.742,212750.0,1,0,0,0
1244,28310412,Wigan District,Manchester,Entire house,5,1.0,2.0,95.0,4,200,118,4,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (362200.9618001287 404513.2074798128),E01006275,Wigan 016C,55.343,88500.0,1,0,0,0
3096,45168548,Whalley Range,Manchester,Entire house,5,1.0,3.0,125.0,3,365,90,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (382238.4698573704 394489.7528778707),E01005299,Manchester 029F,22.974,340000.0,1,0,0,0
1510,31703490,Whalley Range,Manchester,Entire apartment,4,1.0,1.0,60.0,1,5,0,51,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (382351.9764631726 394471.5251619871),E01005299,Manchester 029F,22.974,340000.0,1,0,0,0
2285,39814607,Whalley Range,Manchester,Entire apartment,4,1.0,1.0,81.0,2,28,0,9,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (382333.5220741681 394155.6312490174),E01005299,Manchester 029F,22.974,340000.0,1,0,0,0
1291,42267856,Stockwood,Bristol,Private room in house,5,1.0,1.0,23.0,1,1125,160,4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (361548.2559059948 169280.1392714183),E01014703,Bristol 049B,49.595,177250.0,0,0,1,0
1374,44079705,Horfield,Bristol,Entire house,5,1.0,3.0,100.0,2,14,42,3,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359154.6513150076 178157.6279910785),E01014631,Bristol 004A,17.814,315000.0,1,0,0,0
1381,44143417,Horfield,Bristol,Private room in apartment,2,1.0,1.0,429.0,1,1125,90,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359400.8208107988 177605.0988336945),E01014631,Bristol 004A,17.814,315000.0,0,0,1,0
718,28397008,Horfield,Bristol,Private room in house,1,1.0,1.0,30.0,1,30,113,40,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359142.8622918096 177900.7990578173),E01014631,Bristol 004A,17.814,315000.0,0,0,1,0
1892,36104240,Moston,Manchester,Entire townhouse,5,1.0,2.0,100.0,2,1125,90,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387295.8467570743 401713.8228312793),E01005225,Manchester 007C,52.35,107500.0,1,0,0,0
2402,40481097,Harpurhey,Manchester,Private room in house,3,1.0,2.0,30.0,1,1125,173,5,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387161.0017086354 401390.4376425709),E01005225,Manchester 007C,52.35,107500.0,0,0,1,0
1916,36451944,Moston,Manchester,Private room in house,2,1.0,1.0,25.0,14,365,88,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387407.9831270193 401736.883607987),E01005225,Manchester 007C,52.35,107500.0,0,0,1,0
2170,39012729,Moston,Manchester,Private room in house,2,1.0,1.0,25.0,2,30,111,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387466.7470079413 401392.9472353106),E01005225,Manchester 007C,52.35,107500.0,0,0,1,0
2511,41235728,Harpurhey,Manchester,Private room in house,2,1.0,1.0,20.0,1,1125,82,6,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387198.7312860517 401363.6331282445),E01005225,Manchester 007C,52.35,107500.0,0,0,1,0
1967,37170221,Harpurhey,Manchester,Private room in house,1,2.0,1.0,19.0,1,1125,365,31,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387244.2140763817 401504.8032302423),E01005225,Manchester 007C,52.35,107500.0,0,0,1,0
1970,37225420,Salford District,Manchester,Entire apartment,5,2.0,2.0,90.0,1,1125,112,6,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (378515.1346481529 398435.9258626916),E01005719,Salford 021C,31.39,117250.0,1,0,0,0
2794,42845252,Salford District,Manchester,Private room in apartment,1,1.0,1.0,20.0,2,7,88,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (378418.59794662 398657.766899202),E01005719,Salford 021C,31.39,117250.0,0,0,1,0
1225,27932980,Bury District,Manchester,Entire cottage,5,1.0,3.0,52.0,2,1125,40,5,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (379579.5576420022 416682.9414609846),E01005017,Bury 001D,10.295,256750.0,1,0,0,0
2938,43965476,Bury District,Manchester,Entire apartment,4,1.0,2.0,95.0,2,30,268,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (379112.2503467374 416550.3819554922),E01005017,Bury 001D,10.295,256750.0,1,0,0,0
258,9540580,Ancoats and Clayton,Manchester,House,5,1.0,3.0,75.0,2,1125,215,13,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387778.2591329989 398770.8507696816),E01005092,Manchester 015A,63.131,95000.0,1,0,0,0
259,9540580,Ancoats and Clayton,Manchester,Entire house,5,1.0,3.0,85.0,2,1125,358,101,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387778.2473955173 398770.9567196423),E01005092,Manchester 015A,63.131,95000.0,1,0,0,0
2089,38210112,Ancoats and Clayton,Manchester,Entire house,4,1.0,2.0,60.0,1,90,363,4,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (388298.1221680123 398623.8858781679),E01005092,Manchester 015A,63.131,95000.0,1,0,0,0
240,11046194,Ancoats and Clayton,Manchester,House,4,1.0,1.0,35.0,1,1125,364,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (388176.8161067792 398654.8029316576),E01005092,Manchester 015A,63.131,95000.0,0,0,1,0
1968,37183163,Ancoats and Clayton,Manchester,Private room in house,2,2.0,1.0,35.0,2,365,58,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (388195.5123338719 398722.0474286605),E01005092,Manchester 015A,63.131,95000.0,0,0,1,0
1940,36753306,Ancoats and Clayton,Manchester,Private room in house,2,2.0,1.0,25.0,2,365,142,6,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (388032.8820695247 398701.3215926872),E01005092,Manchester 015A,63.131,95000.0,0,0,1,0
2092,38214742,Ancoats and Clayton,Manchester,Private room in house,2,1.0,1.0,65.0,1,90,365,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (388150.4252686151 398474.0632872165),E01005092,Manchester 015A,63.131,95000.0,0,0,1,0
2094,38262424,Ancoats and Clayton,Manchester,Private room in house,2,1.0,1.0,70.0,1,90,365,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (388259.0177329404 398642.8970130862),E01005092,Manchester 015A,63.131,95000.0,0,0,1,0
1969,37208265,Ancoats and Clayton,Manchester,Private room in house,1,2.0,1.0,22.0,2,365,89,11,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (388132.1005797137 398575.3514226983),E01005092,Manchester 015A,63.131,95000.0,0,0,1,0
1676,33572646,Chorlton,Manchester,Entire house,5,1.0,3.0,94.0,1,1125,59,16,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381668.2224607715 394733.3619533275),E01005159,Manchester 029D,15.003,330000.0,1,0,0,0
2499,41188737,Chorlton,Manchester,Private room in house,2,1.0,1.0,22.0,2,365,361,8,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381559.6411810534 394650.3449464099),E01005159,Manchester 029D,15.003,330000.0,0,0,1,0
13,554282,Trafford District,Manchester,Private room in house,5,2.0,1.0,40.0,1,1125,297,104,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381714.6662842268 395405.1605623167),E01006114,Trafford 004B,29.485,315000.0,0,0,1,0
136,4706840,Trafford District,Manchester,Private room in apartment,1,1.0,1.0,38.0,1,60,0,37,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381940.7512189479 394965.943506717),E01006114,Trafford 004B,29.485,315000.0,0,0,1,0
484,15616860,Stockport District,Manchester,Entire bungalow,5,2.0,3.0,75.0,3,7,157,18,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (388109.5307858745 384660.9314472419),E01005923,Stockport 041C,2.461,549250.0,1,0,0,0
1818,35143582,Stockport District,Manchester,Entire guest suite,2,1.0,1.0,40.0,2,100,354,51,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (388300.0289109291 383650.2837173768),E01005923,Stockport 041C,2.461,549250.0,1,0,0,0
864,33361823,Avonmouth & Lawrence Weston,Bristol,Entire house,5,1.0,3.0,110.0,2,90,85,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (352922.2000663585 177399.7488785251),E01014492,Bristol 008A,37.207,231500.0,1,0,0,0
817,31796234,Avonmouth & Lawrence Weston,Bristol,Entire apartment,5,1.0,3.0,102.0,2,1121,84,9,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (353025.7021379302 177030.6367078137),E01014492,Bristol 008A,37.207,231500.0,1,0,0,0
499,22084020,Avonmouth & Lawrence Weston,Bristol,Private room in apartment,2,2.0,1.0,25.0,2,1125,329,4,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (353044.0581935113 177138.3541932719),E01014492,Bristol 008A,37.207,231500.0,0,0,1,0
961,35265468,Avonmouth & Lawrence Weston,Bristol,Private room in house,2,0.0,1.0,35.0,1,31,166,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (353418.2376039617 176829.0369024401),E01014492,Bristol 008A,37.207,231500.0,0,0,1,0
604,24456335,Avonmouth & Lawrence Weston,Bristol,Private room in house,2,1.0,1.0,30.0,1,120,166,16,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (353491.5585547801 176873.9658018821),E01014492,Bristol 008A,37.207,231500.0,0,0,1,0
1072,37831479,Avonmouth & Lawrence Weston,Bristol,Private room in bungalow,1,1.0,1.0,21.0,2,1125,5,50,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (353409.8241207882 176820.2162664817),E01014492,Bristol 008A,37.207,231500.0,0,0,1,0
290,16333184,Avonmouth & Lawrence Weston,Bristol,Private room in house,1,1.0,1.0,26.0,1,3,90,4,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (353392.4379090416 177043.9364106517),E01014492,Bristol 008A,37.207,231500.0,0,0,1,0
787,30715471,Avonmouth & Lawrence Weston,Bristol,Private room in bungalow,1,1.0,1.0,20.0,2,1125,266,75,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (353495.9495651129 176822.7624820417),E01014492,Bristol 008A,37.207,231500.0,0,0,1,0
756,29941495,Avonmouth & Lawrence Weston,Bristol,Private room in bungalow,1,1.0,1.0,18.0,1,31,119,97,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (353538.8834368024 176885.7666435015),E01014492,Bristol 008A,37.207,231500.0,0,0,1,0
1035,25032853,Bolton District,Manchester,Private room in house,5,1.0,3.0,46.0,1,37,340,41,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (373407.4703402765 409750.2193587992),E01004930,Bolton 017D,17.017,129995.0,0,0,1,0
332,12030946,Salford District,Manchester,Entire guest suite,5,1.0,2.0,150.0,2,1125,365,3,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (382505.8708259133 402086.3742311357),E01005649,Salford 010B,16.729,195000.0,1,0,0,0
1169,27152011,Salford District,Manchester,Entire apartment,2,1.0,1.0,51.0,2,1125,338,32,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (382472.290440711 401795.0090305085),E01005649,Salford 010B,16.729,195000.0,1,0,0,0
1691,33760211,Salford District,Manchester,Entire house,5,1.0,2.0,66.0,2,365,172,43,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (381662.4948727816 400244.9697820927),E01032919,Salford 017F,39.575,200995.0,1,0,0,0
2318,40002400,Salford District,Manchester,Private room in house,2,1.0,1.0,50.0,1,1125,89,13,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381493.4578679783 400444.7803001583),E01032919,Salford 017F,39.575,200995.0,0,0,1,0
3245,45722128,Salford District,Manchester,Private room in house,2,1.0,1.0,30.0,3,365,358,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381857.4204240529 399873.731725789),E01032919,Salford 017F,39.575,200995.0,0,0,1,0
2087,38205519,Salford District,Manchester,Private room in house,2,1.0,1.0,30.0,1,1125,62,5,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381819.363611086 400154.2430827639),E01032919,Salford 017F,39.575,200995.0,0,0,1,0
3253,45743288,Salford District,Manchester,Private room in house,2,1.0,1.0,30.0,3,365,358,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381854.9772613668 399928.2564223947),E01032919,Salford 017F,39.575,200995.0,0,0,1,0
3127,45289084,Salford District,Manchester,Private room in house,2,1.0,1.0,50.0,1,1125,358,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381888.7180484765 400076.0962712903),E01032919,Salford 017F,39.575,200995.0,0,0,1,0
2712,42434206,Salford District,Manchester,Private room in house,2,1.0,1.0,22.0,1,1125,34,4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (382159.7268886386 400166.2890548014),E01032919,Salford 017F,39.575,200995.0,0,0,1,0
3247,45723903,Salford District,Manchester,Private room in house,1,1.0,1.0,30.0,3,365,358,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381868.8058250421 399901.501690833),E01032919,Salford 017F,39.575,200995.0,0,0,1,0
1694,33821914,Bury District,Manchester,Entire house,5,1.0,2.0,114.0,1,200,207,10,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381167.0112101142 411810.9583638339),E01004956,Bury 007C,41.879,118000.0,1,0,0,0
2643,42217705,Bury District,Manchester,Entire serviced apartment,4,1.0,1.0,86.0,1,1024,365,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381252.2005584321 411271.0166515697),E01004956,Bury 007C,41.879,118000.0,1,0,0,0
1584,45947647,Stockwood,Bristol,Private room in townhouse,5,1.0,1.0,25.0,1,700,345,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (361505.0281520112 168897.8688076315),E01014704,Bristol 049C,23.424,222500.0,0,0,1,0
46,3457246,Stockwood,Bristol,Private room in house,1,1.0,1.0,18.0,7,250,240,34,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (361378.1461530833 168215.9393615515),E01014704,Bristol 049C,23.424,222500.0,0,0,1,0
2913,43782078,Stockport District,Manchester,Entire house,5,1.0,3.0,47.0,7,1125,98,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (388809.5862458444 393270.1971925565),E01005919,Stockport 002E,48.335,155000.0,1,0,0,0
3067,45082345,Stockport District,Manchester,Private room in house,2,1.0,1.0,29.0,1,30,163,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (388793.1079568469 393324.7508625946),E01005919,Stockport 002E,48.335,155000.0,0,0,1,0
492,15831203,Wigan District,Manchester,Entire house,5,1.0,3.0,104.0,4,199,150,16,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (369105.5018563664 399673.1398906848),E01006251,Wigan 029B,12.717,176500.0,1,0,0,0
2629,42162723,Oldham District,Manchester,Entire house,5,2.0,3.0,150.0,2,1125,88,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (390284.8571692312 404014.0939892643),E01005332,Oldham 028A,30.48,110000.0,1,0,0,0
975,24114405,Tameside District,Manchester,Entire townhouse,5,1.0,2.0,55.0,2,1125,332,147,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (391817.641217351 395492.3874888247),E01005992,Tameside 025D,32.719,124995.0,1,0,0,0
974,24101454,Didsbury West,Manchester,Entire house,5,1.0,3.0,85.0,4,1124,207,46,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384657.9097077502 392198.3051334562),E01005277,Manchester 038D,9.015,260000.0,1,0,0,0
2080,38150229,Didsbury West,Manchester,Entire apartment,4,1.0,2.0,70.0,6,1125,145,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384863.7567860943 392358.9566990449),E01005277,Manchester 038D,9.015,260000.0,1,0,0,0
1957,37012136,Didsbury West,Manchester,Entire apartment,4,1.0,2.0,67.0,1,1125,133,24,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384472.9129223492 392117.6965014266),E01005277,Manchester 038D,9.015,260000.0,1,0,0,0
3292,45938942,Withington,Manchester,Entire apartment,4,1.0,2.0,39.0,2,1125,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384851.0119144224 392528.1037909419),E01005277,Manchester 038D,9.015,260000.0,1,0,0,0
1571,32461954,Didsbury West,Manchester,Entire apartment,3,1.0,1.0,95.0,1,1125,69,131,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384434.379076317 392120.0488756666),E01005277,Manchester 038D,9.015,260000.0,1,0,0,0
114,651943,Didsbury West,Manchester,House,2,1.0,1.0,36.0,1,90,171,153,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384516.5302245907 392234.4615439505),E01005277,Manchester 038D,9.015,260000.0,0,0,1,0
115,912553,Didsbury West,Manchester,House,2,1.0,1.0,36.0,1,90,176,147,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384535.6250192813 392179.5060204551),E01005277,Manchester 038D,9.015,260000.0,0,0,1,0
148,610613,Didsbury West,Manchester,House,2,1.0,1.0,34.0,1,90,216,216,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384633.0366234062 392319.5819233949),E01005277,Manchester 038D,9.015,260000.0,0,0,1,0
16,610613,Didsbury West,Manchester,Private room in bed and breakfast,2,1.0,1.0,33.0,1,90,354,468,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384633.055032719 392319.6530841684),E01005277,Manchester 038D,9.015,260000.0,0,0,1,0
26,912553,Didsbury West,Manchester,Private room in bed and breakfast,2,1.0,1.0,36.0,1,90,354,401,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384535.5809927452 392179.7923797614),E01005277,Manchester 038D,9.015,260000.0,0,0,1,0
175,6172921,Didsbury West,Manchester,Private room in house,2,1.0,1.0,52.0,1,60,0,245,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384511.9373885582 391860.5712624969),E01005277,Manchester 038D,9.015,260000.0,0,0,1,0
539,16795121,Didsbury West,Manchester,Private room in bed and breakfast,2,1.0,1.0,34.0,1,90,354,181,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384647.0562024611 392334.0703994361),E01005277,Manchester 038D,9.015,260000.0,0,0,1,0
788,30760761,Westbury-on-Trym & Henleaze,Bristol,Entire house,5,3.0,3.0,118.0,3,32,48,54,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357439.0048124488 175718.1714020835),E01014619,Bristol 017A,7.081,580000.0,1,0,0,0
904,33828662,Westbury-on-Trym & Henleaze,Bristol,Entire apartment,3,1.0,2.0,60.0,3,90,11,32,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (357661.5500460744 175421.569149001),E01014619,Bristol 017A,7.081,580000.0,1,0,0,0
1006,36327407,Clifton Down,Bristol,Entire apartment,5,3.0,3.0,176.0,2,60,220,14,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357122.9625989415 174480.7014970812),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
1226,41039386,Clifton Down,Bristol,Entire serviced apartment,4,1.0,1.0,114.0,2,1125,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357270.4848454337 174592.903919838),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
1338,43242680,Clifton Down,Bristol,Entire apartment,4,1.0,2.0,200.0,1,1125,365,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357155.0658306236 174498.2259115635),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
656,26974850,Clifton Down,Bristol,Entire serviced apartment,4,2.0,2.0,178.0,1,1125,307,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357218.7871940301 174146.2254048124),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
655,26974173,Clifton Down,Bristol,Entire serviced apartment,4,1.0,2.0,162.0,1,1125,355,6,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357218.7871940301 174146.2254048124),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
448,20838917,Clifton Down,Bristol,Entire serviced apartment,2,1.0,1.0,117.0,1,1125,310,75,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357282.3828458435 174355.8999671225),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
452,20895759,Clifton Down,Bristol,Entire serviced apartment,2,1.0,1.0,109.0,1,1125,235,43,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357264.3220282896 174356.0520462135),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
505,22256296,Clifton Down,Bristol,Entire serviced apartment,2,1.0,1.0,109.0,1,1125,324,33,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357202.3020117843 174250.9134680449),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
599,24374815,Clifton Down,Bristol,Private room in apartment,2,1.0,1.0,40.0,2,31,138,71,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (357283.0177401291 174513.8304565354),E01014556,Bristol 026E,7.265,485000.0,0,0,1,0
937,34704590,Clifton Down,Bristol,Entire serviced apartment,2,1.0,1.0,109.0,1,1125,342,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357202.3020117843 174250.9134680449),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
935,34704515,Clifton Down,Bristol,Entire serviced apartment,2,1.0,1.0,109.0,1,1125,276,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357202.3020117843 174250.9134680449),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
936,34704541,Clifton Down,Bristol,Entire serviced apartment,2,1.0,1.0,109.0,1,1125,308,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357202.3020117843 174250.9134680449),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
938,34704984,Clifton Down,Bristol,Entire serviced apartment,2,1.0,1.0,109.0,1,1125,309,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357202.3020117843 174250.9134680449),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
939,34705009,Clifton Down,Bristol,Entire serviced apartment,2,1.0,1.0,109.0,1,1125,256,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357269.1283624645 174349.338224252),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
995,36059002,Clifton Down,Bristol,Entire serviced apartment,2,1.0,1.0,117.0,1,1125,253,12,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357227.2245060615 174322.997897246),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
669,27183222,Clifton Down,Bristol,Entire serviced apartment,2,1.0,1.0,109.0,1,1125,311,43,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357234.9615533998 174169.4457726582),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
633,25962515,Clifton Down,Bristol,Entire serviced apartment,2,1.0,1.0,117.0,1,1125,311,41,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357202.3020117843 174250.9134680449),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
781,30550682,Clifton Down,Bristol,Entire serviced apartment,2,1.0,1.0,109.0,1,1125,310,14,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (357202.3020117843 174250.9134680449),E01014556,Bristol 026E,7.265,485000.0,1,0,0,0
