,id,neighbourhood_cleansed,city,property_type,accommodates,bathrooms,bedrooms,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,host_is_superhost,has_wifi,has_kitchen,has_parking,has_tv,has_washer,has_garden,has_balcony,geometry,LSOA11CD,LSOA11NM,Index of Multiple Deprivation (IMD) Score,median_house_price_2020,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
1203,27563570,Ancoats and Clayton,Manchester,Entire apartment,16,3.0,4.0,454.0,1,1125,309,48,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384542.9281702386 398653.6695328624),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1951,36903049,City Centre,Manchester,Entire townhouse,16,5.0,8.0,404.0,1,1125,321,12,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384389.1957887387 398520.6719592023),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1170,27153600,Ancoats and Clayton,Manchester,Entire apartment,16,2.0,3.0,640.0,1,1125,0,13,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384592.6177058753 398831.5143757385),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1162,27041971,Ancoats and Clayton,Manchester,Entire apartment,16,2.0,3.0,439.0,1,1125,323,11,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384586.1756508239 398890.5007268761),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1416,30371210,Ancoats and Clayton,Manchester,Entire apartment,16,2.0,3.0,454.0,1,1125,282,14,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384548.3201326572 398880.6121883488),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1189,27300113,Ancoats and Clayton,Manchester,Entire apartment,14,2.0,2.0,336.0,1,1125,0,17,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384622.5107931677 398841.4293400217),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
189,9524152,Ancoats and Clayton,Manchester,Apartment,14,1.5,2.0,150.0,1,1125,339,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384561.3505190344 398823.8342824933),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
185,8519213,Ancoats and Clayton,Manchester,Apartment,14,2.0,3.0,150.0,1,1125,311,30,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384615.37741419 398864.9041009757),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
180,9522753,Ancoats and Clayton,Manchester,Apartment,14,1.5,2.0,150.0,1,1125,334,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384559.9132602012 398791.7533817412),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
200,9663979,Ancoats and Clayton,Manchester,Apartment,10,2.0,2.0,92.0,1,1125,321,11,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384431.9179694422 398800.3224818579),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
856,9874724,City Centre,Manchester,Apartment,10,1.0,2.0,199.0,1,1125,345,6,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384384.3717713426 398511.4765391271),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
70,2006686,City Centre,Manchester,Private room in apartment,10,2.0,2.0,290.0,1,1125,364,8,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384442.1957959253 398493.7948678713),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
3061,45062902,City Centre,Manchester,Entire apartment,10,2.0,2.0,111.0,2,30,100,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384434.7043523281 398435.9670594824),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
3076,45099211,Ancoats and Clayton,Manchester,Room in boutique hotel,8,1.0,1.0,107.0,1,180,119,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384461.9153323685 398637.248629136),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
2823,42960571,Ancoats and Clayton,Manchester,Entire apartment,8,2.0,1.0,157.0,1,1125,216,5,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384617.424864275 398706.8273387058),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
677,6804627,City Centre,Manchester,Apartment,8,1.0,3.0,150.0,1,1125,297,19,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384460.8460846556 398455.2111313134),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
2838,43100575,City Centre,Manchester,Entire apartment,8,2.0,2.0,55.0,2,365,117,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384392.6875911104 398572.9502413027),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1817,35143478,Ancoats and Clayton,Manchester,Private room in apartment,8,2.0,2.0,151.0,1,1125,365,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384544.6040339539 398557.9846551664),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
1471,31166070,Ancoats and Clayton,Manchester,Entire serviced apartment,8,1.0,1.0,83.0,3,30,90,3,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384449.7381751601 398767.4574022706),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
194,6803039,Ancoats and Clayton,Manchester,Apartment,8,1.0,3.0,150.0,1,1125,330,10,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384384.5638511699 398669.653710689),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
766,2006686,City Centre,Manchester,Apartment,7,2.0,2.0,450.0,1,1125,226,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384442.1090766451 398494.1988905775),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
2038,37822674,Ancoats and Clayton,Manchester,Room in hotel,6,3.0,3.0,164.0,2,1125,364,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384514.7828218054 398771.692660082),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
782,11819950,City Centre,Manchester,Apartment,6,2.0,2.0,69.0,14,180,85,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384347.3586593989 398639.7235964497),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
216,11748837,Ancoats and Clayton,Manchester,Apartment,6,2.0,2.0,80.0,1,1125,324,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384473.02310379 398712.635646407),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
179,11750796,Ancoats and Clayton,Manchester,Apartment,6,2.0,2.0,80.0,1,1125,326,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384462.260030196 398685.6055754322),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1220,27873592,Ancoats and Clayton,Manchester,Entire house,6,2.0,3.0,93.0,2,365,115,86,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384494.2401927271 398579.2891438854),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
212,10434696,Ancoats and Clayton,Manchester,Apartment,6,2.0,2.0,80.0,1,1125,326,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384393.3021219174 398613.5716655828),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1261,28580121,Ancoats and Clayton,Manchester,Entire apartment,6,1.0,2.0,65.0,1,1125,65,42,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384401.5952143018 398657.4745155136),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
587,17506982,Ancoats and Clayton,Manchester,Entire apartment,6,1.0,2.0,63.0,1,1125,355,179,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384545.9568638021 398565.7680574233),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
215,11750899,Ancoats and Clayton,Manchester,Apartment,6,2.0,2.0,80.0,1,1125,326,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384430.4431574975 398766.7994318767),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
712,12287992,City Centre,Manchester,Apartment,6,2.0,3.0,250.0,4,1125,365,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384424.2371728946 398492.11193678),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
242,7893027,Ancoats and Clayton,Manchester,Townhouse,6,1.0,3.0,290.0,1,1125,353,14,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384461.4300710965 398752.7356330881),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
731,6225294,City Centre,Manchester,Apartment,6,3.5,3.0,190.0,2,1125,50,56,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384327.9668357517 398620.3648682905),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1155,27007555,Ancoats and Clayton,Manchester,Entire apartment,6,1.0,2.0,133.0,2,365,77,114,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384506.1372297026 398564.7867173139),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1465,31005917,Ancoats and Clayton,Manchester,Entire apartment,6,1.0,2.0,111.0,2,365,96,88,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384506.115205918 398558.1114858506),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
270,11751359,Ancoats and Clayton,Manchester,Apartment,6,2.0,2.0,80.0,1,1125,326,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384521.4167193187 398761.1650826384),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
263,11747983,Ancoats and Clayton,Manchester,Apartment,6,2.0,2.0,80.0,1,1125,321,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384412.9519495085 398612.054919487),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
2829,43029624,Ancoats and Clayton,Manchester,Entire apartment,6,1.0,1.0,78.0,2,1125,113,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384524.6153617965 398533.5743698872),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
223,12249233,Ancoats and Clayton,Manchester,Townhouse,6,1.5,3.0,185.0,2,1125,281,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384590.0922631455 398697.8433217296),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
252,4724447,Ancoats and Clayton,Manchester,Apartment,6,2.0,2.0,85.0,1,31,175,13,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384573.861680691 398915.896833884),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
591,17508545,City Centre,Manchester,Entire apartment,5,1.0,1.0,63.0,1,1125,365,89,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384446.9700200086 398532.7183280851),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
589,17508159,City Centre,Manchester,Entire apartment,5,1.0,1.0,59.0,1,1125,358,107,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384486.723786261 398513.6734775236),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
922,23200648,Ancoats and Clayton,Manchester,Entire apartment,4,2.0,2.0,121.0,3,365,63,138,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384380.4196494199 398675.3457144101),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
945,23490415,Ancoats and Clayton,Manchester,Room in serviced apartment,4,2.0,2.0,131.0,2,1125,27,13,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384492.5961905801 398885.2460953412),E01033667,Manchester 054E,34.751,199275.0,0,1,0,0
51,1540853,Ancoats and Clayton,Manchester,Entire apartment,4,1.0,1.0,69.0,4,365,0,124,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384440.938501063 398715.1966500474),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1404,30169646,City Centre,Manchester,Room in aparthotel,4,1.0,2.0,134.0,1,365,365,74,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384310.1412213795 398495.3467279828),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
102,3683808,City Centre,Manchester,Entire apartment,4,2.0,2.0,185.0,1,1125,241,211,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384409.7232485331 398507.2531617673),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1405,30170290,City Centre,Manchester,Room in aparthotel,4,2.0,2.0,169.0,1,365,365,47,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384310.1412213795 398495.3467279828),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1709,34013424,Ancoats and Clayton,Manchester,Entire apartment,4,1.0,2.0,105.0,1,1125,112,46,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384512.7365344475 398553.6394418732),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1458,30924035,Ancoats and Clayton,Manchester,Entire serviced apartment,4,1.0,2.0,499.0,2,1125,365,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384508.4737849765 398870.7305197612),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1453,30849369,Ancoats and Clayton,Manchester,Entire apartment,4,2.0,2.0,72.0,2,1124,0,27,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384490.4019089932 398622.6912990817),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1433,30755188,City Centre,Manchester,Entire apartment,4,1.0,1.0,53.0,1,1125,16,30,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384321.0895312426 398594.3271943511),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1843,35464224,City Centre,Manchester,Entire apartment,4,1.0,1.0,65.0,3,364,26,20,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384377.1842691638 398500.6859871252),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1882,35927991,Ancoats and Clayton,Manchester,Entire apartment,4,1.0,1.0,79.0,2,365,145,38,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384500.7292927603 398534.765694764),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
590,17508312,Ancoats and Clayton,Manchester,Entire apartment,4,1.0,1.0,59.0,1,1125,358,110,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384529.5501380982 398621.449614708),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1795,34975816,Ancoats and Clayton,Manchester,Entire apartment,4,2.0,2.0,97.0,1,1125,214,16,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384513.3608601576 398944.1427823859),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
657,18628609,City Centre,Manchester,Entire apartment,4,2.0,2.0,117.0,30,1125,358,30,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384396.2404042757 398443.8825508076),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
2384,40415308,Ancoats and Clayton,Manchester,Entire apartment,4,1.0,1.0,188.0,2,1125,180,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384450.7701471761 398878.7091046246),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
848,3683808,City Centre,Manchester,Apartment,4,2.0,2.0,185.0,1,1125,306,53,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384410.0529963702 398507.6429490275),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
765,4628683,City Centre,Manchester,Loft,4,1.0,2.0,100.0,2,1125,216,20,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384394.6850591572 398548.8486961595),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
2850,43206258,Ancoats and Clayton,Manchester,Room in hotel,4,1.0,1.0,86.0,1,180,186,3,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384470.9370229064 398556.002579548),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
2836,43100192,City Centre,Manchester,Entire apartment,4,1.0,1.0,48.0,2,365,113,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384392.6875911104 398572.9502413027),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
2837,43100440,City Centre,Manchester,Entire apartment,4,1.0,1.0,48.0,2,365,112,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384392.6875911104 398572.9502413027),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
187,9792150,Ancoats and Clayton,Manchester,Apartment,4,2.0,2.0,150.0,1,1125,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384522.5707499108 398871.0825385046),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
184,7580071,Ancoats and Clayton,Manchester,Apartment,4,1.0,2.0,100.0,1,1125,320,36,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384483.9534034142 398623.8859263699),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
262,11039449,Ancoats and Clayton,Manchester,Apartment,4,1.0,1.0,69.0,14,1125,99,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384444.6881493186 398615.9165800732),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
211,11751726,Ancoats and Clayton,Manchester,Apartment,4,2.0,2.0,80.0,1,1125,326,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384433.6078854856 398744.2798850044),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
255,8664925,Ancoats and Clayton,Manchester,Apartment,4,1.0,2.0,98.0,1,1125,113,39,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384528.5106715565 398586.2822468991),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
3083,45133766,City Centre,Manchester,Entire apartment,4,2.0,2.0,84.0,4,331,339,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384328.6925846374 398486.3843838745),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
173,1540853,Ancoats and Clayton,Manchester,Apartment,3,1.0,1.0,85.0,5,1125,271,8,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384440.9875228207 398715.1056706661),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1409,30240086,City Centre,Manchester,Room in aparthotel,3,1.0,1.0,124.0,1,365,365,12,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384310.1412213795 398495.3467279828),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
769,9607820,City Centre,Manchester,Apartment,3,1.0,1.0,49.0,1,1125,319,7,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384397.3978810983 398591.2818106672),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
699,9159051,City Centre,Manchester,Apartment,3,1.0,1.0,80.0,4,1125,68,8,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384369.0003706428 398470.2532155727),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1669,33510753,City Centre,Manchester,Room in hotel,3,1.0,1.0,81.0,1,1125,235,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384420.8901705756 398472.7270339556),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
1972,37237711,Ancoats and Clayton,Manchester,Room in hotel,2,1.0,1.0,54.0,2,1125,180,16,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384513.540071599 398797.2854327711),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
1665,33510716,City Centre,Manchester,Room in hotel,2,1.0,1.0,67.0,1,1125,264,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384378.6336052734 398537.3953414924),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
2330,40063946,Ancoats and Clayton,Manchester,Room in boutique hotel,2,1.0,1.0,58.0,2,1125,0,15,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384593.5615508623 398714.6934299782),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
1080,25932170,Ancoats and Clayton,Manchester,Shared room in apartment,2,1.0,1.0,100.0,1,12,0,16,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384416.1424323414 398641.8505056548),E01033667,Manchester 054E,34.751,199275.0,0,0,0,1
2014,37598397,Ancoats and Clayton,Manchester,Room in boutique hotel,2,1.0,1.0,58.0,2,1125,270,13,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384563.336851351 398806.02187247),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
2247,39520301,City Centre,Manchester,Entire apartment,2,1.0,1.0,54.0,1,1125,158,181,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384313.4088076553 398678.9067220569),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
2171,39014483,City Centre,Manchester,Room in aparthotel,2,1.0,1.0,96.0,1,1125,365,9,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384310.1412213795 398495.3467279828),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
2205,39308590,Ancoats and Clayton,Manchester,Private room in apartment,2,1.0,1.0,60.0,1,1125,364,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384464.4287578576 398795.2225553621),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
2039,37824327,Ancoats and Clayton,Manchester,Private room in bed and breakfast,2,1.0,1.0,54.0,2,1125,180,6,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384528.395146932 398875.1150425614),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
1635,33243348,Ancoats and Clayton,Manchester,Private room in house,2,1.0,1.0,32.0,4,60,52,48,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384483.2935621786 398680.5674263962),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
1668,33510739,Ancoats and Clayton,Manchester,Room in hotel,2,1.0,1.0,77.0,1,1125,261,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384511.6294958389 398620.3961363914),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
1670,33510756,City Centre,Manchester,Room in hotel,2,1.0,1.0,48.0,1,1125,242,5,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384383.2048394862 398515.1291231045),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
1685,33700671,City Centre,Manchester,Entire apartment,2,1.0,1.0,41.0,1,1125,342,20,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384326.0084391981 398477.492934801),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
1390,30082670,City Centre,Manchester,Room in aparthotel,2,1.0,1.0,85.0,1,1125,365,70,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384310.1412213795 398495.3467279828),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
2805,42920527,Ancoats and Clayton,Manchester,Entire apartment,2,1.0,1.0,54.0,1,1125,219,142,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384656.0869891677 398760.1032795341),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
2489,41143364,City Centre,Manchester,Private room in apartment,2,1.0,1.0,26.0,1,1125,22,19,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384304.337872085 398347.3968763572),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
2849,43206086,Ancoats and Clayton,Manchester,Room in hotel,2,1.0,1.0,54.0,1,180,151,3,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384494.8156313833 398552.5860268904),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
2851,43206410,Ancoats and Clayton,Manchester,Room in hotel,2,1.0,1.0,70.0,1,180,188,9,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384585.2407029021 398605.6907636105),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
1403,30169405,City Centre,Manchester,Room in aparthotel,2,1.0,1.0,113.0,1,365,365,37,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384310.1412213795 398495.3467279828),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
266,7231617,Ancoats and Clayton,Manchester,Apartment,2,1.0,1.0,60.0,1,1125,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384439.5833692371 398742.3907747577),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
214,11751119,Ancoats and Clayton,Manchester,Apartment,2,1.0,0.0,47.0,1,1125,326,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384479.293298909 398581.5716739768),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
221,9209036,Ancoats and Clayton,Manchester,Apartment,2,1.0,1.0,50.0,1,1125,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384537.5593589185 398892.3928281813),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
227,6214002,Ancoats and Clayton,Manchester,Apartment,2,1.0,1.0,60.0,1,1125,365,39,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384431.276281386 398588.4549916027),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
779,3306015,City Centre,Manchester,Apartment,2,1.0,1.0,60.0,1,1125,299,51,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384433.1760946673 398499.6233543428),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
808,1585116,City Centre,Manchester,Apartment,2,1.0,1.0,80.0,1,1125,72,9,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384311.565626246 398330.8666413321),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
814,8236209,City Centre,Manchester,Apartment,2,1.0,1.0,58.0,1,1125,363,11,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384415.5858121831 398438.890977008),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
815,5410153,City Centre,Manchester,Apartment,2,1.0,1.0,40.0,3,1125,6,21,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384368.4379037445 398630.0032280189),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
715,6384318,City Centre,Manchester,Apartment,2,1.5,1.0,65.0,2,1125,284,4,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384434.8928587553 398527.2546347376),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
688,7929993,City Centre,Manchester,Apartment,2,1.0,1.0,65.0,1,1125,264,14,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384334.422693755 398589.69289131),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
667,11748535,City Centre,Manchester,Apartment,2,1.0,0.0,47.0,1,1125,319,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384389.1012306209 398599.479547159),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
480,15544361,City Centre,Manchester,Entire apartment,2,1.0,1.0,110.0,1,3,363,3,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384336.259461822 398566.4628011048),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
255,9198594,City Centre,Manchester,Entire apartment,2,1.0,1.0,56.0,7,1000,349,152,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384418.7221639936 398419.3317975773),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
