,latitude,longitude,LSOA11CD
540,51.47326,-2.55039,E01014573
541,51.47356,-2.54999,E01014573
542,51.47383,-2.54917,E01014573
543,51.47537,-2.54922,E01014573
544,51.47405,-2.55047,E01014573
545,51.47924,-2.54673,E01014573
546,53.48392,-2.23022,E01033659
547,53.4847309722203,-2.2293657521120687,E01033659
548,53.483999755090345,-2.2299994133225183,E01033659
549,53.48295,-2.23294,E01033659
550,53.48254,-2.23552,E01033659
551,53.48475,-2.23036,E01033659
552,53.48305,-2.23284,E01033659
553,53.48305,-2.23489,E01033659
554,53.48189,-2.23095,E01033659
555,53.48234,-2.23524,E01033659
556,53.48307,-2.22936,E01033659
557,53.48326,-2.2327,E01033659
558,53.4841,-2.22917,E01033659
559,53.48263000000001,-2.22969,E01033659
560,53.48206999999999,-2.23011,E01033659
561,53.48078,-2.22836,E01033659
562,53.484,-2.23042,E01033659
563,53.48087,-2.22917,E01033659
564,53.48237,-2.23199,E01033659
565,53.48394,-2.23148,E01033659
566,53.48352,-2.23403,E01033659
567,53.48163,-2.23116,E01033659
568,53.48328000000001,-2.23401,E01033659
569,53.4833,-2.23444,E01033659
570,53.4826,-2.23008,E01033659
571,53.48294,-2.23009,E01033659
572,53.48303000000001,-2.23461,E01033659
573,53.48459,-2.23021,E01033659
574,53.4836,-2.23026,E01033659
575,53.48229,-2.23132,E01033659
576,53.48344,-2.23208,E01033659
577,53.48413000000001,-2.23282,E01033659
578,53.48274031444215,-2.234610540420613,E01033659
579,53.48052,-2.22896,E01033659
580,53.483976694560674,-2.2327491885000423,E01033659
581,53.481366116318576,-2.229683197311662,E01033659
582,53.48498000000001,-2.23073,E01033659
583,53.48254,-2.2298,E01033659
584,53.48296,-2.23151,E01033659
585,53.47994,-2.22961,E01033659
586,53.4823,-2.23155,E01033659
587,53.48396999999999,-2.2309900000000003,E01033659
588,53.48121,-2.22896,E01033659
589,53.48427,-2.22877,E01033659
590,53.484236647225245,-2.2318105390851315,E01033659
591,53.482657477554376,-2.2282174475459744,E01033659
592,53.48126536586997,-2.230875681001563,E01033659
593,53.48439835988263,-2.2304390248057024,E01033659
594,53.484993342980395,-2.229081176444027,E01033659
595,53.48394555743367,-2.2332544870450706,E01033659
596,53.4828019758733,-2.2302959207056903,E01033659
597,53.482639764928635,-2.23536743894869,E01033659
598,53.47952,-2.22854,E01033659
599,53.4831,-2.23068,E01033659
600,53.48394,-2.23303,E01033659
601,53.48415,-2.23172,E01033659
602,53.48338003959529,-2.2295084911418868,E01033659
603,53.48251439199744,-2.228019858297774,E01033659
604,53.48063000000001,-2.22858,E01033659
605,53.48251,-2.22802,E01033659
606,53.44994000000001,-2.26821,E01005298
607,53.44853000000001,-2.26725,E01005298
608,53.44902,-2.26865,E01005298
609,53.4485,-2.2687,E01005298
610,53.44796154963871,-2.2640007111218643,E01005298
611,53.45016999999999,-2.26702,E01005298
612,53.44833143653546,-2.266609619580543,E01005298
613,53.45060119750817,-2.270890069219215,E01005298
614,53.45070203514101,-2.2681324769758566,E01005298
615,53.450398885815794,-2.271582299116321,E01005298
616,53.45099720751466,-2.2684993338020685,E01005298
617,53.45034,-2.26742,E01005298
618,53.449071318277376,-2.270101597346104,E01005298
619,51.46766,-2.59117,E01014487
620,51.46712,-2.59125,E01014487
621,51.46874,-2.58867,E01014487
622,51.46894,-2.59072,E01014487
623,51.46931,-2.58664,E01014487
624,51.46905,-2.5859,E01014487
625,51.46892,-2.5923,E01014487
626,51.46931,-2.59218,E01014487
627,51.46859,-2.59088,E01014487
628,51.46779,-2.59096,E01014487
629,51.46985,-2.58821,E01014487
630,51.47015,-2.58789,E01014487
631,51.46847,-2.59086,E01014487
632,51.46985,-2.59066,E01014487
633,51.46796,-2.5882400000000003,E01014487
634,51.46774,-2.58777,E01014487
635,51.47091,-2.58436,E01014487
